"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Thiocapsa bogorovii",6,1485,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiocapsa","bogorovii"
"Thiocystis violascens",6,1167,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiocystis","violascens"
"Thiodictyon Candidatus Thiodictyon syntrophicum",6,1931,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thiodictyon","Candidatus Thiodictyon syntrophicum"
"Thioflavicoccus mobilis",6,1693,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Thioflavicoccus","mobilis"
"Acidihalobacter aeolianus",6,1104,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidihalobacter","aeolianus"
"Acidihalobacter ferrooxydans",6,922,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidihalobacter","ferrooxydans"
"Acidihalobacter yilgarnensis",6,679,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Acidihalobacter","yilgarnensis"
"Alkalilimnicola ehrlichii",6,1029,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Alkalilimnicola","ehrlichii"
"Aquisalimonas sp. 2447",6,1010,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Aquisalimonas","sp. 2447"
"Ectothiorhodosinus mongolicus",5,135,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodosinus","mongolicus"
"Ectothiorhodospira haloalkaliphila",6,485,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","haloalkaliphila"
"Ectothiorhodospira sp. BSL-9",6,504,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira","sp. BSL-9"
"Halorhodospira halochloris",5,195,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Halorhodospira","halochloris"
"Halorhodospira halophila",6,1002,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Halorhodospira","halophila"
"Spiribacter curvatus",6,612,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter","curvatus"
"Spiribacter salinus",6,438,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter","salinus"
"Spiribacter sp. 2438",6,518,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter","sp. 2438"
"Spiribacter sp. E85",6,1906,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Spiribacter","sp. E85"
"Thioalkalivibrio nitratireducens",6,1489,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","nitratireducens"
"Thioalkalivibrio paradoxus",6,1646,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","paradoxus"
"Thioalkalivibrio sp. K90mix",6,845,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","sp. K90mix"
"Thioalkalivibrio sulfidiphilus",6,2069,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","sulfidiphilus"
"Thioalkalivibrio versutus",6,890,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalkalivibrio","versutus"
"Granulosicoccus antarcticus",6,270,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Granulosicoccus","antarcticus"
"Sulfuriflexus mobilis",6,305,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Granulosicoccaceae","Sulfuriflexus","mobilis"
"Halothiobacillus neapolitanus",6,231,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","neapolitanus"
"Halothiobacillus sp. LS2",6,558,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Halothiobacillaceae","Halothiobacillus","sp. LS2"
"Guyparkeria halophila",6,1174,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalibacteraceae","Guyparkeria","halophila"
"Sulfurivermis fontis",6,1370,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Thioalkalispiraceae","Sulfurivermis","fontis"
"Thiohalobacter sp. COW1",6,957,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Thiohalobacter","sp. COW1"
"Thiohalobacter thiocyanaticus",5,667,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Thiohalobacter","thiocyanaticus"
"Wenzhouxiangella marina",6,1055,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Wenzhouxiangella","marina"
"Wenzhouxiangella sp. AB-CW3",6,752,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Wenzhouxiangellaceae","Wenzhouxiangella","sp. AB-CW3"
"Woeseia oceani",6,700,"Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Woeseiaceae","Woeseia","oceani"
"Sodalis praecaptivus",4,215,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae","Sodalis","praecaptivus"
"Sodalis sp. dw_23",6,357,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Bruguierivoracaceae","Sodalis","sp. dw_23"
"Atlantibacter hermannii",3,94,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Atlantibacter","hermannii"
"Buttiauxella agrestis",2,81,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella","agrestis"
"Candidatus Symbiopectobacterium sp. SyEd1",2,49,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Candidatus Symbiopectobacterium","sp. SyEd1"
"Cedecea lapagei",1,37,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","lapagei"
"Cedecea neteri",6,461,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","neteri"
"Cedecea sp. FDAARGOS_727",3,87,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea","sp. FDAARGOS_727"
"Citrobacter farmeri",1,44,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","farmeri"
"Citrobacter freundii",6,2095,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","freundii"
"Citrobacter rodentium",4,128,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","rodentium"
"Citrobacter tructae",1,40,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","tructae"
"Cronobacter condimenti",2,93,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","condimenti"
"Cronobacter dublinensis",4,179,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","dublinensis"
"Cronobacter sakazakii",6,495,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","sakazakii"
"Cronobacter universalis",1,48,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","universalis"
"Enterobacter asburiae",6,1038,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","asburiae"
"Enterobacter cancerogenus",6,291,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","cancerogenus"
"Enterobacter cloacae",6,2591,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","cloacae"
"Enterobacter hormaechei",6,4390,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","hormaechei"
"Enterobacter mori",1,51,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","mori"
"Enterobacter roggenkampii",2,323,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","roggenkampii"
"Enterobacter sp. JUb54",4,189,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. JUb54"
"Enterobacter sp. SA187",3,116,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","sp. SA187"
"Escherichia coli",6,12989,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","coli"
"Jejubacter calystegiae",4,122,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Jejubacter","calystegiae"
"Klebsiella aerogenes",6,482,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","aerogenes"
"Klebsiella michiganensis",3,579,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","michiganensis"
"Klebsiella oxytoca",6,600,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","oxytoca"
"Klebsiella pneumoniae",6,10749,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","pneumoniae"
"Klebsiella quasipneumoniae",6,1859,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","quasipneumoniae"
"Klebsiella variicola",1,124,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","variicola"
"Kluyvera intermedia",4,279,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","intermedia"
"Kosakonia arachidis",2,67,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","arachidis"
"Kosakonia cowanii",3,243,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","cowanii"
"Kosakonia radicincitans",1,54,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","radicincitans"
"Kosakonia sacchari",5,253,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","sacchari"
"Kosakonia sp. SMBL-WEM22",1,29,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","sp. SMBL-WEM22"
"Leclercia adecarboxylata",6,884,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia","adecarboxylata"
"Leclercia sp. 29361",2,122,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia","sp. 29361"
"Leclercia sp. 4-9-1-25",2,109,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Leclercia","sp. 4-9-1-25"
"Lelliottia amnigena",6,479,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia","amnigena"
"Plesiomonas shigelloides",6,302,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Plesiomonas","shigelloides"
"Pluralibacter [Enterobacter] lignolyticus",6,275,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","[Enterobacter] lignolyticus"
"Pluralibacter gergoviae",6,621,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter","gergoviae"
"Pseudescherichia vulneris",4,140,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudescherichia","vulneris"
"Pseudocitrobacter sp. G163CM",3,77,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Pseudocitrobacter","sp. G163CM"
"Raoultella planticola",3,329,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","planticola"
"Raoultella sp. HC6",4,363,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Raoultella","sp. HC6"
"Salmonella bongori",1,24,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","bongori"
"Salmonella enterica",6,22017,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","enterica"
"Scandinavium goeteborgense",2,58,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Scandinavium","goeteborgense"
"Shimwellia blattae",1,29,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shimwellia","blattae"
"Yokenella regensburgei",3,112,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yokenella","regensburgei"
"Buchnera aphidicola",5,139,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Buchnera","aphidicola"
"Erwinia billingiae",3,263,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","billingiae"
"Erwinia gerundensis",5,182,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","gerundensis"
"Erwinia persicina",3,123,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","persicina"
"Erwinia rhapontici",4,176,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","rhapontici"
"Erwinia sp. E602",6,311,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","sp. E602"
"Erwinia sp. J780",1,26,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","sp. J780"
"Erwinia tasmaniensis",2,61,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","tasmaniensis"
"Mixta calida",5,236,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta","calida"
"Mixta gaviniae",5,221,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta","gaviniae"
"Mixta intestinalis",1,26,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta","intestinalis"
"Mixta theicola",4,162,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Mixta","theicola"
"Pantoea agglomerans",6,1116,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","agglomerans"
"Pantoea alhagi",1,34,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","alhagi"
"Pantoea ananatis",6,241,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","ananatis"
"Pantoea cypripedii",5,128,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","cypripedii"
"Pantoea dispersa",6,604,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","dispersa"
"Pantoea rwandensis",2,64,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","rwandensis"
"Pantoea sp. At-9b",3,94,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","sp. At-9b"
"Pantoea sp. CCBC3-3-1",1,35,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","sp. CCBC3-3-1"
"Pantoea sp. MSR2",2,52,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","sp. MSR2"
"Pantoea sp. SO10",5,162,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","sp. SO10"
"Pantoea sp. Z09",6,378,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","sp. Z09"
"Pantoea stewartii",4,146,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","stewartii"
"Pantoea vagans",5,498,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","vagans"
"Edwardsiella hoshinae",4,175,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","hoshinae"
"Edwardsiella ictaluri",1,57,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","ictaluri"
"Edwardsiella tarda",6,780,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","tarda"
"Morganella morganii",6,536,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella","morganii"
"Proteus mirabilis",1,93,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus","mirabilis"
"Brenneria goodwinii",5,237,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria","goodwinii"
"Brenneria izadpanahii",6,355,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria","izadpanahii"
"Brenneria rubrifaciens",1,45,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria","rubrifaciens"
"Dickeya chrysanthemi",6,227,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","chrysanthemi"
"Dickeya dadantii",6,523,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","dadantii"
"Dickeya dianthicola",3,154,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","dianthicola"
"Dickeya fangzhongdai",1,125,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","fangzhongdai"
"Dickeya zeae",5,468,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Dickeya","zeae"
"Lonsdalea britannica",5,170,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Lonsdalea","britannica"
"Lonsdalea populi",4,151,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Lonsdalea","populi"
"Pectobacterium atrosepticum",1,35,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","atrosepticum"
"Pectobacterium brasiliense",3,180,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","brasiliense"
"Pectobacterium carotovorum",5,469,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pectobacteriaceae","Pectobacterium","carotovorum"
"Ewingella americana",5,142,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Ewingella","americana"
"Gibbsiella quercinecans",6,240,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Gibbsiella","quercinecans"
"Nissabacter sp. SGAir0207",6,395,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Nissabacter","sp. SGAir0207"
"Rahnella aceris",1,142,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","aceris"
"Rahnella aquatilis",5,444,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","aquatilis"
"Rahnella inusitata",2,85,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","inusitata"
"Rahnella sp. ERMR1:05",4,109,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","sp. ERMR1:05"
"Rahnella victoriana",5,245,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rahnella","victoriana"
"Rouxiella badensis",5,153,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Rouxiella","badensis"
"Serratia entomophila",6,258,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","entomophila"
"Serratia fonticola",5,321,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","fonticola"
"Serratia grimesii",1,28,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","grimesii"
"Serratia liquefaciens",1,58,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","liquefaciens"
"Serratia marcescens",6,4023,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","marcescens"
"Serratia odorifera",6,210,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","odorifera"
"Serratia plymuthica",6,578,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","plymuthica"
"Serratia proteamaculans",4,176,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","proteamaculans"
"Serratia rubidaea",6,473,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","rubidaea"
"Serratia symbiotica",2,53,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","symbiotica"
"Immundisolibacter cernigliae",6,2174,"Bacteria","Proteobacteria","Gammaproteobacteria","Immundisolibacterales","Immundisolibacteraceae","Immundisolibacter","cernigliae"
"Aquicella lusitana",1,25,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","lusitana"
