"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Falsihalocynthiibacter arcticus",5,164,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Falsihalocynthiibacter","arcticus"
"Jannaschia sp. CCS1",6,583,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Jannaschia","sp. CCS1"
"Jannaschia sp. J12C1-MA-4",6,940,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Jannaschia","sp. J12C1-MA-4"
"Ketogulonicigenium robustum",6,420,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ketogulonicigenium","robustum"
"Ketogulonicigenium vulgare",6,528,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ketogulonicigenium","vulgare"
"Leisingera aquaemixtae",6,847,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","aquaemixtae"
"Leisingera methylohalidivorans",6,690,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","methylohalidivorans"
"Leisingera sp. NJS201",3,262,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","sp. NJS201"
"Leisingera sp. NJS204",4,373,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Leisingera","sp. NJS204"
"Mameliella alba",6,1321,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Mameliella","alba"
"Maribius sp. THAF1",6,708,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Maribius","sp. THAF1"
"Oceanicola sp. D3",6,843,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Oceanicola","sp. D3"
"Octadecabacter antarcticus",6,246,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","antarcticus"
"Octadecabacter arcticus",6,360,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","arcticus"
"Octadecabacter sp. SW4",6,452,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","sp. SW4"
"Octadecabacter temperatus",3,75,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Octadecabacter","temperatus"
"Phaeobacter gallaeciensis",6,2293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","gallaeciensis"
"Phaeobacter inhibens",6,993,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","inhibens"
"Phaeobacter piscinae",6,468,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","piscinae"
"Phaeobacter porticola",6,287,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Phaeobacter","porticola"
"Roseibacterium elongatum",6,806,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseibacterium","elongatum"
"Roseivivax marinus",6,1921,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseivivax","marinus"
"Roseivivax sp. THAF30",6,1900,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseivivax","sp. THAF30"
"Roseobacter denitrificans",6,344,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseobacter","denitrificans"
"Roseobacter litoralis",6,325,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseobacter","litoralis"
"Roseobacter ponti",6,451,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseobacter","ponti"
"Roseovarius faecimaris",6,699,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","faecimaris"
"Roseovarius indicus",6,2453,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","indicus"
"Roseovarius mucosus",2,201,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","mucosus"
"Roseovarius sp. SCSIO 43702",6,1245,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","sp. SCSIO 43702"
"Roseovarius sp. THAF27",6,605,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","sp. THAF27"
"Roseovarius sp. THAF8",6,760,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","sp. THAF8"
"Roseovarius sp. THAF9",6,968,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","sp. THAF9"
"Roseovarius sp. TM1035",4,365,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Roseovarius","sp. TM1035"
"Ruegeria pomeroyi",6,872,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","pomeroyi"
"Ruegeria sp. AD91A",5,187,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","sp. AD91A"
"Ruegeria sp. SCSIO 43209",6,329,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","sp. SCSIO 43209"
"Ruegeria sp. THAF33",6,407,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","sp. THAF33"
"Ruegeria sp. TM1040",6,383,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Ruegeria","sp. TM1040"
"Sagittula sp. P11",6,2627,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sagittula","sp. P11"
"Salipiger abyssi",6,2349,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Salipiger","abyssi"
"Salipiger profundus",6,2895,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Salipiger","profundus"
"Salipiger sp. CCB-MM3",6,1278,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Salipiger","sp. CCB-MM3"
"Sulfitobacter alexandrii",6,1698,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","alexandrii"
"Sulfitobacter mediterraneus",6,558,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","mediterraneus"
"Sulfitobacter pseudonitzschiae",6,1774,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","pseudonitzschiae"
"Sulfitobacter sp. BSw21498",5,248,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. BSw21498"
"Sulfitobacter sp. CB2047",1,88,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. CB2047"
"Sulfitobacter sp. D7",6,598,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. D7"
"Sulfitobacter sp. JK7-1",6,679,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. JK7-1"
"Sulfitobacter sp. JL08",6,389,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. JL08"
"Sulfitobacter sp. SK011",6,293,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. SK011"
"Sulfitobacter sp. SK012",6,215,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. SK012"
"Sulfitobacter sp. THAF37",6,1306,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","sp. THAF37"
"Tateyamaria omphalii",6,510,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Tateyamaria","omphalii"
"Thalassobius gelatinovorus",6,377,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassobius","gelatinovorus"
"Thalassococcus sp. S3",6,516,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Thalassococcus","sp. S3"
"Yangia pacifica",6,1818,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Yangia","pacifica"
"Acetobacter aceti",6,1485,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","aceti"
"Acetobacter ghanensis",5,193,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","ghanensis"
"Acetobacter persici",6,294,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","persici"
"Acetobacter sp. KACC 21233",6,291,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter","sp. KACC 21233"
"Acidibrevibacterium fodinaquatile",6,3060,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidibrevibacterium","fodinaquatile"
"Acidiphilium cryptum",6,2366,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","cryptum"
"Acidiphilium multivorum",6,5887,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidiphilium","multivorum"
"Asaia bogorensis",6,751,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Asaia","bogorensis"
"Gluconacetobacter diazotrophicus",6,1611,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconacetobacter","diazotrophicus"
"Gluconobacter albidus",6,302,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","albidus"
"Gluconobacter frateurii",4,105,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","frateurii"
"Gluconobacter oxydans",6,914,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","oxydans"
"Gluconobacter sphaericus",6,223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter","sphaericus"
"Granulibacter bethesdensis",6,1291,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Granulibacter","bethesdensis"
"Komagataeibacter europaeus",6,410,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","europaeus"
"Komagataeibacter medellinensis",6,590,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","medellinensis"
"Komagataeibacter nataicola",6,354,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","nataicola"
"Komagataeibacter oboediens",6,320,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","oboediens"
"Komagataeibacter saccharivorans",6,705,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","saccharivorans"
"Komagataeibacter xylinus",6,2710,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Komagataeibacter","xylinus"
"Kozakia baliensis",6,637,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Kozakia","baliensis"
"Lichenicola cladoniae",6,2385,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Lichenicola","cladoniae"
"Neoasaia chiangmaiensis",6,705,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neoasaia","chiangmaiensis"
"Neokomagataea tanensis",2,53,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Neokomagataea","tanensis"
"Novacetimonas hansenii",6,531,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Novacetimonas","hansenii"
"Oecophyllibacter saccharovorans",6,315,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Oecophyllibacter","saccharovorans"
"Parasaccharibacter apium",6,186,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Parasaccharibacter","apium"
"Roseococcus microcysteis",6,2513,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseococcus","microcysteis"
"Roseomonas gilardii",6,2125,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","gilardii"
"Roseomonas haemaphysalidis",6,2821,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","haemaphysalidis"
"Roseomonas marmotae",6,2359,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","marmotae"
"Roseomonas mucosa",6,2836,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","mucosa"
"Roseomonas sp. FDAARGOS_362",6,1725,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","sp. FDAARGOS_362"
"Roseomonas sp. OT10",6,5124,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas","sp. OT10"
"Swingsia sp. F3b2",2,68,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Swingsia","sp. F3b2"
"Azospirillum baldaniorum",6,1940,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","baldaniorum"
"Azospirillum brasilense",6,9830,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","brasilense"
"Azospirillum humicireducens",6,1564,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","humicireducens"
"Azospirillum lipoferum",6,1610,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","lipoferum"
"Azospirillum oryzae",6,1948,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","oryzae"
"Azospirillum ramasamyi",6,1693,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","ramasamyi"
"Azospirillum sp. B510",6,2318,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","sp. B510"
"Azospirillum sp. TSA2s",6,2530,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","sp. TSA2s"
"Azospirillum sp. TSH100",6,1931,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","sp. TSH100"
"Azospirillum sp. TSH58",6,2069,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","sp. TSH58"
"Azospirillum thermophilum",6,4178,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","thermophilum"
"Azospirillum thiophilum",6,2584,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","thiophilum"
"Indioceanicola profundi",6,2027,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Indioceanicola","profundi"
"Nitrospirillum amazonense",6,2832,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Nitrospirillum","amazonense"
"Niveispirillum cyanobacteriorum",6,1253,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Niveispirillum","cyanobacteriorum"
"Skermanella mucosa",6,4256,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","mucosa"
"Skermanella pratensis",6,3086,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","pratensis"
"Skermanella rosea",6,3482,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","rosea"
"Skermanella sp. TT6",6,6539,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Skermanella","sp. TT6"
"Elioraea tepida",6,3038,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Elioraeaceae","Elioraea","tepida"
"Candidatus Endolissoclinum faulkneri",1,22,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Candidatus Endolissoclinum","faulkneri"
"Defluviicoccus vanus",6,3359,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Defluviicoccus","vanus"
"Ferrovibrio terrae",6,2978,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Ferrovibrio","terrae"
"Haematospirillum jordaniae",4,145,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Haematospirillum","jordaniae"
"Hypericibacter adhaerens",6,8127,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Hypericibacter","adhaerens"
"Hypericibacter terrae",6,6864,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Hypericibacter","terrae"
"Magnetospirillum gryphiswaldense",6,1998,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","gryphiswaldense"
"Magnetospirillum magneticum",6,1767,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","magneticum"
"Magnetospirillum sp. ME-1",6,1805,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","sp. ME-1"
"Magnetospirillum sp. XM-1",6,1942,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Magnetospirillum","sp. XM-1"
"Pararhodospirillum photometricum",6,1229,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pararhodospirillum","photometricum"
"Rhodospirillum centenum",6,3140,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillum","centenum"
"Rhodospirillum rubrum",6,1861,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Rhodospirillum","rubrum"
"Tistrella mobilis",6,5791,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tistrella","mobilis"
"Stella humosa",6,7062,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Stellaceae","Stella","humosa"
"Magnetospira sp. QH-2",6,662,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Magnetospira","sp. QH-2"
"Thalassospira indica",6,389,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","indica"
"Thalassospira marina",6,316,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","marina"
"Thalassospira sp. A40-3",6,292,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","sp. A40-3"
"Thalassospira sp. B30-1",2,113,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","sp. B30-1"
"Thalassospira xiamenensis",3,189,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","xiamenensis"
"Altererythrobacter epoxidivorans",6,590,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","epoxidivorans"
"Altererythrobacter ishigakiensis",6,211,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","ishigakiensis"
